TeamId,TeamName,SubmissionDate,Score
10132414,"Vladimir Biktimirov #2","2023-03-29 12:18:53",0.80622
10120730,"papis ndiaye","2023-03-30 20:16:36",0.80622
10133044,"Chenliang Cao","2023-04-06 17:50:04",0.80622
10157603,lislmw,"2023-04-03 01:52:43",0.80622
10116874,高坂ロミ,"2023-04-03 00:25:20",0.80622
9110538,"japan napaj","2023-04-05 07:35:09",0.80622
10115170,"Projet L2I1","2023-04-10 16:25:40",0.80622
10144733,"Kunaal Sahu","2023-04-06 13:14:45",0.80622
10183523,wangx56,"2023-04-07 02:31:33",0.80622
10190403,_llll_.k.k.k_,"2023-04-08 05:44:10",0.80622
10168030,a12345,"2023-04-08 07:08:56",0.80622
10154914,shinjg,"2023-04-11 06:39:10",0.80622
10141649,"Junyeol Woo","2023-04-11 09:21:07",0.80622
365915,ShinjiKawasoe,"2023-04-11 08:23:10",0.80622
10211294,"e271828 #2","2023-04-12 03:47:26",0.80622
10211269,"river lexa","2023-04-12 03:58:38",0.80622
10211353,"Vincent LL","2023-04-12 06:11:23",0.80622
9832353,"Armin Witte","2023-03-21 14:01:12",0.80382
9837088,"Kevin Kesküla","2023-02-14 11:29:54",0.80382
9859778,"arash yeganeh","2023-03-09 05:21:58",0.80382
9942172,tanshouyun@126.com,"2023-02-24 07:48:27",0.80382
9923097,"Eugene Mitsko","2023-02-24 13:54:20",0.80382
9941658,JHDIGITECH_INC,"2023-02-27 15:35:57",0.80382
9952353,"ABIR DEY 2248001","2023-02-26 06:30:36",0.80382
2650632,abramc,"2023-04-12 02:31:45",0.80382
6676815,"Shohei Yamauchi","2023-03-16 02:56:48",0.80382
9993919,ret7020,"2023-03-05 17:05:21",0.80382
9931144,"Kristina Baucyte","2023-03-06 12:30:06",0.80382
9918357,"Mihkel Gering","2023-03-09 14:50:23",0.80382
6256639,"Maria Bardon","2023-03-12 10:26:17",0.80382
7449880,"Data Science Cookie","2023-03-12 07:51:03",0.80382
10016878,"Anthony Araye","2023-03-14 22:32:54",0.80382
9978953,"FARHAN KALAM","2023-03-17 03:58:59",0.80382
10057507,youngsehunn,"2023-03-17 08:14:07",0.80382
10062899,"Douglas Silva Teixeira","2023-04-08 21:20:19",0.80382
10065816,polyshu,"2023-03-19 21:20:48",0.80382
10050895,"Yang Chin","2023-04-02 07:08:50",0.80382
10091144,maforn,"2023-03-22 17:49:58",0.80382
9688351,NarcisoAlves,"2023-03-24 00:03:15",0.80382
10104080,Shriksanka,"2023-03-24 15:57:54",0.80382
6396063,"Nick Amir","2023-03-30 06:22:28",0.80382
8968574,mrmatyas,"2023-04-01 09:44:20",0.80382
9720747,AugustinJ7698,"2023-04-04 18:06:03",0.80382
9745296,"Sandeep Sandy 124","2023-04-09 14:03:04",0.80382
9875514,"chen ly0000","2023-02-13 08:02:13",0.80143
9788408,"Vasilev Konstantin ","2023-02-16 05:59:05",0.80143
9879714,sasawata,"2023-02-13 09:39:59",0.80143
9865346,doi1210,"2023-02-13 13:36:00",0.80143
9847992,"Nguyễn Ngọc Nhân","2023-02-14 11:10:15",0.80143
7183249,Gusthema,"2023-02-16 13:31:57",0.80143
9906514,"Clever Science","2023-02-18 20:41:05",0.80143
9856069,Nick_Chudo,"2023-03-05 04:53:27",0.80143
9090671,ZHX,"2023-02-28 17:47:03",0.80143
820882,"Lucas van Walstijn","2023-02-22 15:28:26",0.80143
9832882,random_nameN,"2023-02-27 10:10:13",0.80143
9866071,finx_yamauchi,"2023-03-23 00:44:58",0.80143
9394064,"Vriddhachalam S","2023-03-08 07:15:04",0.80143
9899806,"Subahan Fakir","2023-03-09 22:37:55",0.80143
10020225,"Adam Chester","2023-03-16 00:07:05",0.80143
10029265,youhuamao,"2023-03-11 10:09:31",0.80143
6593250,"John Vlasov","2023-03-12 21:43:31",0.80143
8788557,"Bahadır Özcanlı","2023-03-13 20:31:50",0.80143
6410676,"Dmitry Sirenchenko","2023-03-19 18:18:13",0.80143
10051240,qyqyqyiii,"2023-03-17 08:12:46",0.80143
10060627,qiqiqi7,"2023-03-17 07:29:02",0.80143
10084082,"Damir Rakhmaev","2023-03-23 00:14:56",0.80143
1872221,"Nurlan ","2023-03-23 11:06:01",0.80143
10115653,"Suhih Mihaill","2023-03-25 19:54:06",0.80143
10112675,Alinaaaaaaaaa,"2023-03-27 08:03:27",0.80143
10135274,PeramHarsha,"2023-03-29 06:13:12",0.80143
10135310,"Sri Harsha1330","2023-03-29 06:19:38",0.80143
10135370,"Boyina Adarsh","2023-03-29 06:30:13",0.80143
1749860,"Elwing Chou","2023-04-06 02:29:48",0.80143
10134065,"Yu-Jing Wu 72","2023-04-06 02:33:10",0.80143
10136049,"Chen Han Sal","2023-03-29 08:38:49",0.80143
10136077,"Fannie Chen陳竫涵","2023-03-30 02:45:34",0.80143
9078501,eason423,"2023-04-06 02:31:58",0.80143
10152546,unbias38,"2023-04-02 02:13:25",0.80143
10153771,"[Deleted] ee0d205f-7edc-49e4-8930-c04945cfa64c","2023-04-02 05:18:29",0.80143
9684338,chanks1628,"2023-04-02 08:38:25",0.80143
9076638,Dimaxiton5,"2023-04-02 20:11:12",0.80143
9107310,"Evgeny Gushchin","2023-04-03 16:21:39",0.80143
10147798,Reijie,"2023-04-04 00:28:13",0.80143
10178981,Zhiliang,"2023-04-06 02:33:08",0.80143
10175669,"Mingyi Yu","2023-04-06 19:02:17",0.80143
10183062,ScienceHill,"2023-04-06 18:47:37",0.80143
10197172,"William Siauw","2023-04-11 03:23:43",0.80143
10120179,"Andrey Nesterov","2023-04-11 06:20:20",0.80143
9598384,"D. Arun","2023-04-11 14:42:18",0.80143
9826542,kappaebisen,"2023-02-11 13:52:18",0.79904
3331526,dropnz,"2023-02-11 15:10:09",0.79904
9876464,Nan_nannan233,"2023-02-12 15:31:20",0.79904
8658597,"Egor Ianovski","2023-02-23 02:00:35",0.79904
9803778,"Abang Govin","2023-02-18 11:17:01",0.79904
9803306,CelinekLim,"2023-02-18 07:48:31",0.79904
9841345,"David Min #2","2023-03-29 16:46:03",0.79904
8110668,mtwhitecamel,"2023-02-21 08:40:58",0.79904
9839263,"Abdelrhman Elruby","2023-02-22 15:34:50",0.79904
9939389,Doukanish,"2023-02-24 11:48:40",0.79904
9940952,"Leonard Levy","2023-02-24 03:13:16",0.79904
9840942,"Mohammad Zeeshan Parvez","2023-03-06 07:57:03",0.79904
8992706,"suyu #4","2023-03-05 11:17:16",0.79904
9905575,abhi69,"2023-03-09 10:24:44",0.79904
9892908,haisei,"2023-03-07 11:35:02",0.79904
8331865,Idimitrii,"2023-03-09 20:06:26",0.79904
10024021,"siva prakash649251","2023-03-11 04:27:03",0.79904
10028949,BITstarWalkin,"2023-03-11 09:08:59",0.79904
10036714,"Congjie AN","2023-03-12 20:37:51",0.79904
8987945,"[Deleted] 773a1d55-32b2-4d73-973c-0e616f247e76","2023-03-14 10:13:05",0.79904
10048226,"Ryan L Lynch","2023-03-15 00:43:44",0.79904
10069614,ari001,"2023-03-18 08:37:42",0.79904
9620723,luennnnn13,"2023-03-19 16:05:22",0.79904
10095404,Cheng1222,"2023-03-29 06:40:42",0.79904
10109643,"Hamdi Neffati","2023-03-24 15:42:16",0.79904
8871234,ordin4ry,"2023-04-03 10:24:38",0.79904
10113070,"Công Nguyễn","2023-03-27 07:35:20",0.79904
10074547,"Ying #6","2023-03-27 01:52:03",0.79904
10117299,dc123123,"2023-03-26 06:34:25",0.79904
10085332,"pepsi young","2023-03-29 06:50:23",0.79904
9998166,"hector zhu","2023-03-31 09:12:00",0.79904
10140118,MichaelGallFerocia,"2023-04-02 14:31:03",0.79904
10151313,"Ethan Cluff","2023-03-31 20:20:18",0.79904
2856977,ArtemIstranin,"2023-04-01 10:02:21",0.79904
10125015,"Andrius Rusinas","2023-04-10 15:50:34",0.79904
9942484,"Ilya Nikiforov","2023-04-02 18:39:50",0.79904
10159607,"raimundo prieto","2023-04-02 16:55:44",0.79904
10136426,"Gökhan Gökce","2023-04-03 15:25:35",0.79904
10172194,"Lev Crylov","2023-04-04 21:57:20",0.79904
10152493,RFeng12,"2023-04-07 02:24:00",0.79904
10152335,"Saul Schwartz","2023-04-10 10:41:27",0.79904
10177762,"Aleks Wachowiak","2023-04-07 10:20:50",0.79904
10204887,Dreamakerr,"2023-04-11 03:29:00",0.79904
10204977,reader995,"2023-04-11 09:02:31",0.79904
9231097,"Miroslav Kirnak","2023-04-11 10:31:54",0.79904
9874772,こたまん,"2023-02-12 12:58:25",0.79665
9876096,yomogidango,"2023-02-13 13:30:03",0.79665
9859301,Jbiiird,"2023-04-09 05:26:14",0.79665
8430561,"Shikai Jin","2023-02-13 04:16:58",0.79665
9878213,堀野雄史,"2023-02-13 06:20:07",0.79665
9870996,DSK,"2023-02-13 09:45:48",0.79665
9880790,MadihaImranMI,"2023-02-13 13:35:35",0.79665
9886428,"Alessandro Lacu","2023-02-19 17:19:24",0.79665
9887061,datascientistsh,"2023-02-20 00:20:32",0.79665
8886382,"Augustine Williams223","2023-02-14 16:31:09",0.79665
9891186,"Hayato Tsutsumi","2023-02-15 03:33:37",0.79665
9901074,"Noé Besset","2023-02-17 23:58:28",0.79665
9919653,GiovannyMachado,"2023-02-21 20:32:34",0.79665
1233549,"Srikant Jayaraman ","2023-02-22 00:51:56",0.79665
8939143,Giomachado,"2023-02-28 19:02:24",0.79665
9955416,"Tsvika S.","2023-04-02 21:29:55",0.79665
2689883,dgander,"2023-02-27 04:09:49",0.79665
9892802,"Joaquin Silveira","2023-03-01 10:05:10",0.79665
9968229,"Tommy Karlsson","2023-03-04 15:19:18",0.79665
8743722,"Pasquale #3","2023-03-02 18:12:32",0.79665
9106333,Rocky49715,"2023-03-03 04:22:33",0.79665
9982449,VonkyL,"2023-03-15 11:28:27",0.79665
9598832,Eric232,"2023-03-04 19:48:19",0.79665
